1678.834888	1571.762766
1679.947575	1570.140711
1671.313029	1568.518657
1650.230524	1566.896603
1525.493599	1565.274548
1624.61298	1563.652494
1621.74222	1562.030439
1626.882886	1560.408386
1611.216048	1558.786331
1625.124821	1557.164277
1607.911336	1555.542222
1603.071077	1553.920169
1595.25992	1552.298114
1592.556055	1550.67606
1596.795443	1549.054005
4713.046878	1547.431952
1612.907373	1783.607087
1630.087451	1781.985033
1627.305713	1780.362978
1650.360864	1778.740925
6881.152806	1896.017465
7250.172719	1894.39541
7247.31113	1892.773356
7286.1274	1891.151301
7286.114613	2094.041694
8181.780625	2084.604286
8079.918583	2075.16688
5212.826573	2065.729473
2235.525409	2260.804512
1778.288078	2251.367105
1816.075382	2241.929699
1810.500749	2232.492292
1820.604069	2024.89056
1863.954883	2015.453153
1782.886719	2006.015746
6474.415492	1996.578339
8319.51038	1987.140932
8589.27783	1984.781581
9540.046396	1982.422229
9593.256051	1980.062877
9176.775578	1773.19108
9232.114144	1770.831729
8960.213651	1768.472376
9185.755981	1766.113025
8825.665723	1968.266118
8677.873687	1965.906767
8683.059094	1963.547416
5343.971022	1961.188064
7228.442457	1958.828712
7188.802532	1961.777901
7047.44943	1964.727091
5604.718925	1967.676281
5528.633646	1766.113025
6689.999053	1769.062214
6887.503916	1772.011404
6105.80253	1774.960593
5891.089077	1614.299827
5383.115803	1617.249016
6839.543089	1620.198206
6303.827029	1623.147395
5413.368473	1626.096585
4830.41782	1629.635612
4442.188256	1633.17464
1791.131822	1636.713667
1874.325269	1883.128382
1859.860156	1886.667409
1946.105591	1890.206437
1956.809766	1893.745465
1926.722331	2101.796938
1867.693571	2105.335966
1874.736979	2108.874993
2065.248815	2112.414021
5183.924791	2234.851643
4699.636642	2238.980509
6229.083114	2243.109375
6269.889061	2247.238239
4735.533739	2251.367105
5496.25314	2255.495971
5283.974861	2259.624836
6491.711351	2263.753702
6370.290968	2267.882567
5427.311554	2272.011432
5152.581646	2276.140298
5457.133407	2280.269164
6476.968788	1881.721258
6454.723767	1885.850124
5495.287421	1889.978989
5281.044236	1894.107854
7743.779115	1734.626763
7707.925777	1738.755629
7737.408749	1742.884494
7400.200344	1747.01336
5344.584526	1671.876496
3581.114523	1676.00536
3556.95271	1680.134226
3545.624512	1684.263092
3528.985735	1568.223738
3537.924284	1572.352603
3543.391949	1576.481469
3535.424434	1580.610334
3373.062098	1584.7392
1632.012427	1588.868066
1631.934546	1592.996931
1614.387248	1597.125796
1614.810083	1601.254662
1618.270581	1605.383527
1597.507576	1609.512393
1592.211117	1613.641259
1598.909595	1617.770123
1595.972046	1621.898989
1612.506787	1626.027855
1596.094458	1630.15672
1594.992871	1872.082776
1675.285384	1876.211642
1696.326522	1880.340506
1687.491683	1884.469372
1669.454818	2007.496833
1654.144035	2011.625698
1711.336857	2015.754564
5814.064564	2019.88343
7986.966664	2228.52474
7106.759321	2229.704417
7785.116821	2230.884093
5140.505478	2232.063768
2012.15075	2437.75589
1745.352148	2438.935565
1788.268994	2440.115242
1780.179639	2441.294918
1796.024512	2244.310268
1865.924373	2245.489944
1810.693102	2246.66962
7305.365827	2247.849296
8201.189218	2249.028972
7713.466117	2247.259458
7687.232254	2245.489944
7668.754539	2243.720431
7599.323034	2037.438471
7438.526346	2035.668957
6757.632161	2033.899443
6581.136379	2032.12993
6608.345816	2234.872861
6570.681135	2233.103348
5885.609103	2231.333834
4880.987583	2229.564321
6170.410967	2227.794806
