VariableName,Total,Port/Stay,Low Speed Sailing,Maneuvering,High Speed Sailing,Winter,Mid-Season,Summer
ME1:Cyl:LubOil_out:Edot,38637954.68247378,111598.797097192,31597011.46756997,4216200.295206083,2713144.1226005303,17166784.639468983,16290411.902841408,5180758.140163383
ME1:HTsplit:HTWater_in:Edot,116346798.50671291,285151.2251375937,95388495.82057485,12492434.7489141,8180716.712086376,50887924.88345197,49378126.17711188,16080747.446149066
ME1:HTsplit:HTWater_out:Edot,87078500.18762861,151160.6677755985,72637178.70614955,8982269.765554227,5307891.048149238,38312430.76390621,37063481.604791686,11702587.818930715
ME1:HTsplit:LTWater_out:Edot,29268298.319084313,133990.5573619952,22751317.11442531,3510164.983359873,2872825.6639371365,12575494.119545761,12314644.5723202,4378159.6272183545
ME1:HTmerge:HTWater_in:Edot,87078500.18762861,151160.6677755985,72637178.70614955,8982269.765554227,5307891.048149238,38312430.76390621,37063481.604791686,11702587.818930715
ME1:HTmerge:HTWater_out:Edot,109699385.49868603,269697.6807092911,90268065.56725879,11760674.236124774,7400948.0145931635,48280937.14438173,46521557.54682243,14896890.807481859
ME1:HTmerge:LTWater_in:Edot,22683626.097605884,121836.53926420932,17660921.324571807,2807811.267325941,2093056.9664439252,9992483.7804889,9496839.328565838,3194302.9885511454
ME1:TCshaft:Power_in:Edot,5727507.477069739,2323.7719291695494,4254883.937793602,520537.49576700164,949762.271579966,2235693.7365392325,2362596.4801055966,1129217.2604249103
ME1:TCshaft:Power_out:Edot,4926962.3663933445,1620.7626948302748,3631521.4644383383,445100.67797564017,848719.4612845366,1917998.986511764,2024021.1974754857,984942.1824060956
ME1:TCshaft:Losses_out:Edot,800545.1106763943,703.0092343392745,623362.4733552642,75436.8177913615,101042.81029542931,317694.75002746866,338575.28263011074,144275.07801881497
ME2:Comp:Air_in:Edot,1191410.8182504012,1218.5503650003682,993523.8219476442,104977.21301564982,91691.23292210697,601811.2811684241,437832.4287653154,151767.10831666167
ME2:Comp:Air_out:Edot,6237712.949404668,2553.2265797440477,4800093.2487690365,554858.967265862,880207.5067900259,2540178.79980118,2511758.6720722825,1185775.4775312054
ME2:Comp:Power_in:Edot,5046302.131154267,1334.6762147436793,3806569.4268213925,449881.7542502122,788516.2738679189,1938367.518632756,2073926.2433069674,1034008.3692145438
ME2:Turbine:Mix_in:Edot,28839126.11339269,21275.602865884954,22997983.318648737,2665956.553013659,3153910.6388644073,11589773.154739637,12138942.657659031,5110410.300994018
ME2:Turbine:Mix_out:Edot,22925797.964694314,19372.318651221933,18501928.42169152,2136657.946438205,2267839.2779133692,9306114.338541932,9698841.325485671,3920842.300666708
ME2:Turbine:Power_out:Edot,5913328.148698374,1903.2842146630248,4496054.896957219,529298.606575454,886071.3609510382,2283658.8161977045,2440101.3321733596,1189568.0003273098
ME2:BPsplit:Air_in:Edot,6237712.949404668,2553.2265797440477,4800093.2487690365,554858.967265862,880207.5067900259,2540178.79980118,2511758.6720722825,1185775.4775312054
ME2:BPsplit:Air_out:Edot,4761718.78291109,2024.5983180852531,3561173.47606327,435526.3803989395,762994.3281307952,1894591.3751597288,1895264.6279348785,971862.7798164831
ME2:BPsplit:BP_out:Edot,1475994.166493578,528.6282616587944,1238919.7727057661,119332.58686692256,117213.17865923075,645587.4246414516,616494.0441374041,213912.69771472242
ME2:BPmerge:EG_in:Edot,27419905.148655895,20760.663923724333,21810711.65559896,2550477.859914084,3037954.9692191235,10969642.337254222,11546720.374870539,4903542.436531134
ME2:BPmerge:Mix_out:Edot,28839126.11339269,21275.602865884954,22997983.318648737,2665956.553013659,3153910.6388644073,11589773.154739637,12138942.657659031,5110410.300994018
ME2:BPmerge:BP_in:Edot,1475994.166493578,528.6282616587944,1238919.7727057661,119332.58686692255,117213.17865923073,645587.4246414516,616494.0441374041,213912.69771472242
ME2:BPvalve:BP_in:Edot,1475994.166493578,528.6282616587944,1238919.7727057661,119332.58686692256,117213.17865923075,645587.4246414516,616494.0441374041,213912.69771472242
ME2:BPvalve:BP_out:Edot,1475994.166493578,528.6282616587944,1238919.7727057661,119332.58686692256,117213.17865923075,645587.4246414516,616494.0441374041,213912.69771472242
ME2:CAC_HT:Air_in:Edot,4761718.78291109,2024.5983180852531,3561173.47606327,435526.3803989395,762994.3281307952,1894591.3751597288,1895264.6279348785,971862.7798164831
ME2:CAC_HT:HTWater_in:Edot,123149904.02401541,211914.46759866693,103422942.81647065,12406619.373193067,7108427.366753039,55046266.18236725,52127116.97519557,15976520.8664526
ME2:CAC_HT:Air_out:Edot,3552090.587638038,2024.5983180852531,2780919.514791836,318474.93053641287,450671.54399170465,1478705.3037147636,1438795.3800419364,634589.9038813387
ME2:CAC_HT:HTWater_out:Edot,124352290.98903075,211914.46759866693,104199347.53633113,12522899.246145278,7418129.73895566,55459926.069809005,52581123.25757667,16311241.661645073
ME2:CAC_LT:Air_in:Edot,3552090.587638038,2024.5983180852531,2780919.514791836,318474.93053641287,450671.54399170465,1478705.3037147636,1438795.3800419364,634589.9038813387
ME2:CAC_LT:LTWater_in:Edot,25200653.21445272,43024.13307747969,21288396.453432668,2449294.636447629,1419937.9914949466,12588130.024078708,9936881.814712629,2675641.375661386
ME2:CAC_LT:Air_out:Edot,1859141.3061241864,1858.9127639784267,1506588.0557737488,171878.52328429726,178815.81430216227,860522.3465615754,740498.9267210949,258120.0328415162
ME2:CAC_LT:LTWater_out:Edot,26893178.325849153,43190.08197180687,22562628.75061722,2595843.4822063902,1691516.0110537333,13206215.798222527,10635082.797981914,3051879.7296447083
ME2:LOC:LubOil_in:Edot,43054621.159504026,86836.61410296838,35720588.966042705,4534491.089366825,2712704.4899915205,19099619.399613984,18105167.92348948,5849833.836400555
ME2:LOC:LTWater_in:Edot,26893178.325849153,43190.08197180687,22562628.75061722,2595843.4822063902,1691516.0110537333,13206215.798222527,10635082.797981914,3051879.7296447083
ME2:LOC:LubOil_out:Edot,36870956.08246877,73747.51763875326,30656638.607844062,3850920.665298309,2289649.291687648,16580668.617933046,15389654.02614408,4900633.438391647
ME2:LOC:LTWater_out:Edot,33076843.402884394,56279.17843602202,27626579.108815867,3279413.9062749064,2114571.2093576062,15725166.579903467,13350596.695327315,4001080.127653615
ME2:JWC:QdotJW_in:Edot,6183665.077035247,13089.096464215148,5063950.358198644,683570.424068516,423055.1983038727,2518950.7816809397,2715513.8973454013,949200.3980089073
ME2:JWC:HTWater_in:Edot,116966238.94698018,198825.3711344518,98358992.458272,11723048.94912455,6685372.168449167,52527315.400686316,49411603.07785016,15027320.468443692
ME2:JWC:HTWater_out:Edot,123149904.02401541,211914.46759866693,103422942.81647065,12406619.373193067,7108427.366753039,55046266.18236725,52127116.97519557,15976520.8664526
ME2:Cyl:Air_in:Edot,1859141.3061241864,1858.9127639784267,1506588.0557737488,171878.52328429726,178815.81430216227,860522.3465615754,740498.9267210949,258120.0328415162
ME2:Cyl:FuelPh_in:Edot,282158.9421337969,326.97437875605374,227612.69660358748,27222.14577270494,26997.12537874841,118554.33099578606,118945.50809542077,44659.10304259006
ME2:Cyl:FuelCh_in:Edot,65588315.3445956,75219.54367482456,52429034.29008017,6453725.821428522,6630335.68941208,26105392.311982922,28029435.270266622,11453487.762346053
ME2:Cyl:EG_out:Edot,27419905.148655895,20760.663923724333,21810711.65559896,2550477.859914084,3037954.9692191235,10969642.337254222,11546720.374870539,4903542.436531134
ME2:Cyl:Power_out:Edot,28210277.509803236,29693.907944601568,22423348.253497552,2747204.066930665,3010031.281430412,11179822.06065775,12013465.321300494,5016990.1278449865
ME2:Cyl:QdotJW_out:Edot,6183665.077035247,13089.096464215148,5063950.358198644,683570.424068516,423055.1983038727,2518950.7816809397,2715513.8973454013,949200.3980089073
ME2:Cyl:QdotRad_out:Edot,663567.3999999999,1354.7,546356.3999999999,72093.59999999999,43762.7,270174.3,290671.5,102721.59999999999
ME2:Cyl:LubOil_in:Edot,36870956.08246877,73747.51763875326,30656638.607844062,3850920.665298309,2289649.291687648,16580668.617933046,15389654.02614408,4900633.438391647
ME2:Cyl:LubOil_out:Edot,43054621.159504026,86836.61410296838,35720588.966042705,4534491.089366825,2712704.4899915205,19099619.399613984,18105167.92348948,5849833.836400555
ME2:HTsplit:HTWater_in:Edot,124352290.98903075,211914.46759866693,104199347.53633113,12522899.246145278,7418129.73895566,55459926.069809005,52581123.25757667,16311241.661645073
ME2:HTsplit:HTWater_out:Edot,94474340.62580124,128891.99775307314,80318011.63972545,9145395.450609703,4882041.537713033,42473891.384308115,40093401.97447553,11907047.267017609
ME2:HTsplit:LTWater_out:Edot,29877950.363229487,83022.46984559378,23881335.896605697,3377503.7955355756,2536088.201242627,12986034.685500886,12487721.283101141,4404194.394627465
ME2:HTmerge:HTWater_in:Edot,94474340.62580124,128891.99775307314,80318011.63972545,9145395.450609703,4882041.537713033,42473891.384308115,40093401.97447553,11907047.267017609
ME2:HTmerge:HTWater_out:Edot,116966238.94698018,198825.3711344518,98358992.458272,11723048.94912455,6685372.168449167,52527315.400686316,49411603.07785016,15027320.468443692
ME2:HTmerge:LTWater_in:Edot,22502678.82208267,70322.82275145019,18040980.818546556,2588044.550048528,1803330.6307361335,10058244.097666666,9324161.522989916,3120273.2014260846
ME2:TCshaft:Power_in:Edot,5913328.148698374,1903.2842146630248,4496054.896957219,529298.606575454,886071.3609510382,2283658.8161977045,2440101.3321733596,1189568.0003273098
ME2:TCshaft:Power_out:Edot,5046302.131154267,1334.6762147436793,3806569.4268213925,449881.7542502122,788516.2738679189,1938367.518632756,2073926.2433069674,1034008.3692145438
ME2:TCshaft:Losses_out:Edot,867026.0175441068,568.6079999193454,689485.4701358265,79416.85232524181,97555.08708311924,345291.29756494827,366175.0888663926,155559.631112766
ME2:HRSG:Mix_in:Edot,22925797.964694314,19372.318651221933,18501928.42169152,2136657.946438205,2267839.2779133692,9306114.338541932,9698841.325485671,3920842.300666708
ME2:HRSG:Mix_out:Edot,15834737.38153484,10808.782397209947,12659888.321269562,1427939.197749098,1736101.0801189686,6438434.592127966,6696831.329139585,2699471.4602672905
ME2:HRSG:Steam_in:Edot,2118120.2949040136,2572.2043474569527,1753729.9193516616,209064.14868373203,152754.0225211634,891891.0028826509,882568.6663332558,343660.625688107
ME2:HRSG:Steam_out:Edot,9209779.408228287,11135.740601468937,7595977.070107052,917890.2243671918,684776.3731525745,3759692.362937496,3885055.5792032657,1565031.4660875252
ME3:Comp:Air_in:Edot,1171699.6334274095,1529.3709728207482,988726.8527137138,93116.3758061824,88327.03393469256,592660.01367752,430192.458762296,148847.16098759364
ME3:Comp:Air_out:Edot,6314251.121612654,3385.753359832571,4948941.880047084,477731.63579953526,884191.8524062028,2355934.0350810145,2722078.6950649414,1236238.3914666977
ME3:Comp:Power_in:Edot,5142551.488185245,1856.3823870118224,3960215.0273333695,384615.25999335287,795864.8184715102,1763274.0214034948,2291886.236302646,1087391.230479104
ME3:Turbine:Mix_in:Edot,27848210.16707635,27002.18291872141,22592554.386386774,2291305.9507703753,2937347.647000476,11172270.450723905,11810525.28772438,4865414.428628061
ME3:Turbine:Mix_out:Edot,21843432.04922065,24334.85413826382,17932081.150896147,1837165.0412357554,2049851.0029504835,9077105.765287265,9141399.596273616,3624926.68765977
ME3:Turbine:Power_out:Edot,6004778.117855693,2667.3287804575866,4660473.235490625,454140.9095346195,887496.644049992,2095164.6854366404,2669125.6914507626,1240487.740968291
ME3:BPsplit:Air_in:Edot,6314251.121612654,3385.753359832571,4948941.880047084,477731.63579953526,884191.8524062028,2355934.0350810145,2722078.6950649414,1236238.3914666977
ME3:BPsplit:Air_out:Edot,4930268.571005697,2918.720957861167,3733090.0598677523,386220.1020060436,808039.6881740396,1809777.073150667,2071689.8672233024,1048801.6306317276
ME3:BPsplit:BP_out:Edot,1383982.5506069576,467.0324019714038,1215851.8201793313,91511.53379349166,76152.16423216311,546156.9619303478,650388.8278416396,187436.76083497005
ME3:BPmerge:EG_in:Edot,26501664.7468437,26539.157164454642,21411925.31754433,2202051.771398135,2861148.5007367865,10652008.586728573,11168729.8094517,4680926.350663427
ME3:BPmerge:Mix_out:Edot,27848210.16707635,27002.18291872141,22592554.386386774,2291305.9507703753,2937347.647000476,11172270.450723905,11810525.28772438,4865414.428628061
ME3:BPmerge:BP_in:Edot,1393801.3097969573,472.2767749985038,1216356.80055953,92723.35380730963,84248.878655119,546383.0782267291,652096.0268544836,195322.20471574433
ME3:BPvalve:BP_in:Edot,1383982.5506069576,467.0324019714038,1215851.8201793313,91511.53379349166,76152.16423216311,546156.9619303478,650388.8278416396,187436.76083497005
ME3:BPvalve:BP_out:Edot,1393801.309796957,472.276774998504,1216356.80055953,92723.35380730963,84248.878655119,546383.0782267291,652096.0268544836,195322.20471574433
ME3:CAC_HT:Air_in:Edot,4930268.571005697,2918.720957861167,3733090.0598677523,386220.1020060436,808039.6881740396,1809777.073150667,2071689.8672233024,1048801.6306317276
ME3:CAC_HT:HTWater_in:Edot,130024834.08590202,328873.238776101,109363044.82073024,12841962.802647308,7490953.223748367,57224037.9641833,55149904.46415687,17650891.657561842
ME3:CAC_HT:Air_out:Edot,3605943.2453043195,2918.720957861167,2842687.3310817964,284904.817855215,475432.37540944654,1429988.6884545498,1506271.7712837453,669682.7855660237
ME3:CAC_HT:HTWater_out:Edot,131340975.89246613,328873.238776101,110248926.8639124,12942602.082914736,7820573.706862871,57601846.4047244,55712160.915099874,18026968.57264185
ME3:CAC_LT:Air_in:Edot,3605943.2453043195,2918.720957861167,2842687.3310817964,284904.817855215,475432.37540944654,1429988.6884545498,1506271.7712837453,669682.7855660237
ME3:CAC_LT:LTWater_in:Edot,35036375.486767605,87964.94162578417,29699835.45697368,3281415.4509941367,1967159.6371740014,17565490.316633094,13678174.950209852,3792710.219924656
ME3:CAC_LT:Air_out:Edot,1925202.1797345763,2669.398153597483,1572807.3738449959,161855.80744636618,187869.6002896167,848955.1336272531,792757.7676552653,283489.2784520579
ME3:CAC_LT:LTWater_out:Edot,36716547.797993354,88214.60287606891,30969583.791006677,3404414.010631807,2254335.3934788043,18146453.593015753,14391537.787349606,4178556.4176279986
ME3:LOC:LubOil_in:Edot,44121600.86579661,126809.90490937208,36909130.55365198,4434120.895142306,2651539.5120929573,19675261.71427965,18548940.0580945,5897399.093422459
ME3:LOC:LTWater_in:Edot,36716547.797993354,88214.60287606891,30969583.791006677,3404414.010631807,2254335.3934788043,18146453.593015753,14391537.787349606,4178556.4176279986
ME3:LOC:LubOil_out:Edot,37014897.799908064,105437.64235644025,31069917.820189007,3687144.852194036,2152397.485168584,16825947.114421107,15410375.509214783,4778575.176272176
ME3:LOC:LTWater_out:Edot,43823250.86388191,109586.86542900075,36808796.52446965,4151390.0535800764,2753477.420403177,20995768.192874297,17530102.336229324,5297380.334778282
ME3:JWC:QdotJW_in:Edot,7106703.065888548,21372.262552931843,5839212.7334629735,746976.0429482694,499142.02692437306,2849314.599858544,3138564.548879721,1118823.9171502832
ME3:JWC:HTWater_in:Edot,122918131.02001347,307500.9762231691,103523832.08726726,12094986.75969904,6991811.196823993,54374723.36432475,52011339.91527715,16532067.74041156
ME3:JWC:HTWater_out:Edot,130024834.08590202,328873.238776101,109363044.82073024,12841962.802647308,7490953.223748367,57224037.9641833,55149904.46415687,17650891.657561842
ME3:Cyl:Air_in:Edot,1925202.1797345763,2669.398153597483,1572807.3738449959,161855.80744636618,187869.6002896167,848955.1336272531,792757.7676552653,283489.2784520579
ME3:Cyl:FuelPh_in:Edot,293188.6524474262,486.8763697831786,239030.2751232508,26105.031631476886,27566.4693229154,123978.14622175091,122372.71434223399,46837.79188344134
ME3:Cyl:FuelCh_in:Edot,66992218.35671394,110792.25270994914,54238886.213155285,6064161.15369792,6578378.737150788,26696895.41380047,28687999.144705486,11607323.798207985
ME3:Cyl:EG_out:Edot,26501664.7468437,26539.157164454642,21411925.31754433,2202051.771398135,2861148.5007367865,10652008.586728573,11168729.8094517,4680926.350663427
ME3:Cyl:Power_out:Edot,28718888.443801165,43476.8595581408,23130589.94595498,2557653.094098186,2987168.544189859,11399134.091771629,12244671.635694206,5075082.716335332
ME3:Cyl:QdotJW_out:Edot,7106703.065888548,21372.262552931843,5839212.7334629735,746976.0429482694,499142.02692437306,2849314.599858544,3138564.548879721,1118823.9171502832
ME3:Cyl:QdotRad_out:Edot,685065.9,2002.6,569916.3999999999,70974.5,42172.399999999994,279892.8,301744.69999999995,103428.4
ME3:Cyl:LubOil_in:Edot,37014897.799908064,105437.64235644025,31069917.820189007,3687144.852194036,2152397.485168584,16825947.114421107,15410375.509214783,4778575.176272176
ME3:Cyl:LubOil_out:Edot,44121600.86579661,126809.90490937208,36909130.55365198,4434120.895142306,2651539.5120929573,19675261.71427965,18548940.0580945,5897399.093422459
ME3:HTsplit:HTWater_in:Edot,131340975.89246613,328873.238776101,110248926.8639124,12942602.082914736,7820573.706862871,57601846.4047244,55712160.915099874,18026968.57264185
ME3:HTsplit:HTWater_out:Edot,95805021.81539196,222296.31596673327,81646515.6433901,9087783.06898307,4848426.787052032,42597436.43661554,40557228.48489404,12650356.893882358
ME3:HTsplit:LTWater_out:Edot,35618674.13752008,171411.3539166318,28602411.2205223,3872704.643270307,2972146.91981084,15069244.399216115,15172818.059544474,5376611.678759493
ME3:HTmerge:HTWater_in:Edot,95805021.81539196,222296.31596673327,81646515.6433901,9087783.06898307,4848426.787052032,42597436.43661554,40557228.48489404,12650356.893882358
ME3:HTmerge:HTWater_out:Edot,122918131.02001347,307500.9762231691,103523832.08726726,12094986.75969904,6991811.196823993,54374723.36432475,52011339.91527715,16532067.74041156
ME3:HTmerge:LTWater_in:Edot,27163346.47361054,85204.66025643585,21886952.752956487,3047804.6506256554,2143384.409771962,11792723.026642606,11488912.600438733,3881710.846529201
ME3:TCshaft:Power_in:Edot,6004778.117855693,2667.3287804575866,4660473.235490625,454140.9095346195,887496.644049992,2095164.6854366404,2669125.6914507626,1240487.740968291
ME3:TCshaft:Power_out:Edot,5142551.488185245,1856.3823870118224,3960215.0273333695,384615.25999335287,795864.8184715102,1763274.0214034948,2291886.236302646,1087391.230479104
ME3:TCshaft:Losses_out:Edot,862226.6296704493,810.9463934457643,700258.208157255,69525.64954126658,91631.82557848183,331890.66403314576,377239.45514811657,153096.5104891869
ME3:HRSG:Mix_in:Edot,21843432.04922065,24334.85413826382,17932081.150896147,1837165.0412357554,2049851.0029504835,9077105.765287265,9141399.596273616,3624926.68765977
ME3:HRSG:Mix_out:Edot,15522741.820603665,14511.592923560442,12644278.189385239,1269056.2276241735,1594895.8106706943,6134657.917193627,6704840.292020004,2683243.6113900356
ME3:HRSG:Steam_in:Edot,1897350.4317031044,2952.800786306872,1594465.4862017606,168459.35021149914,131472.79450353753,916599.2049421697,715456.9879614376,265294.23879949696
ME3:HRSG:Steam_out:Edot,8221795.4698003065,12791.908277466482,6885172.949748194,736989.8916278091,586840.7201468374,3859047.053035808,3155771.101695268,1206977.315069231
ME4:Comp:Air_in:Edot,1104003.2083876787,1184.8691954221301,928957.3405791814,88114.67916976819,85746.31944330703,573966.3905631882,396254.7674162915,133782.0504081991
ME4:Comp:Air_out:Edot,6148661.2448908035,2400.676799626062,4818137.420108828,467983.34290836606,860139.8050739847,2493749.0487912735,2529185.42941376,1125726.7666857713
ME4:Comp:Power_in:Edot,5044658.036503126,1215.807604203932,3889180.079529646,379868.6637385978,774393.4856306778,1919782.6582280854,2132930.661997468,991944.7162775722
ME4:Turbine:Mix_in:Edot,26339701.941981222,20987.24443564826,21175887.685197406,2214612.5158371944,2928214.4965109713,10410732.543617528,11340105.408218399,4588863.990145294
ME4:Turbine:Mix_out:Edot,20503657.59935203,19235.878658690457,16648048.635981776,1770503.882868173,2065869.2018433863,8179290.1208215635,8864620.923250351,3459746.55528011
ME4:Turbine:Power_out:Edot,5836044.342629195,1751.365776957802,4527839.04921563,444108.63296902156,862345.2946675855,2231442.4227959635,2475484.484968048,1129117.4348651832
ME4:BPsplit:Air_in:Edot,6148661.2448908035,2400.676799626062,4818137.420108828,467983.34290836606,860139.8050739847,2493749.0487912735,2529185.42941376,1125726.7666857713
ME4:BPsplit:Air_out:Edot,4932231.359550137,2328.690292927506,3734484.727866759,391599.25078042474,803818.6906100251,1939244.598015727,2004678.7197309304,988308.041803479
ME4:BPsplit:BP_out:Edot,1216429.885340668,71.98650669855613,1083652.6922420687,76384.0921279413,56321.11446395961,554504.4507755467,524506.7096828296,137418.72488229212
ME4:BPmerge:EG_in:Edot,25141236.089545794,20917.69846574452,20109061.009670496,2139407.1904553613,2871850.1909541953,9864151.28853656,10823293.433038909,4453791.367970326
ME4:BPmerge:Mix_out:Edot,26339701.941981222,20987.24443564826,21175887.685197406,2214612.5158371944,2928214.4965109713,10410732.543617528,11340105.408218399,4588863.990145294
ME4:BPmerge:BP_in:Edot,1252929.4617375159,136.32499797850653,1088535.2377723083,80718.168106194,83539.73086103488,558806.3576705803,534010.2153134102,160112.8887535252
ME4:BPvalve:BP_in:Edot,1216429.885340668,71.98650669855613,1083652.6922420687,76384.0921279413,56321.11446395961,554504.4507755467,524506.7096828296,137418.72488229212
ME4:BPvalve:BP_out:Edot,1252929.4617375156,136.3249979785066,1088535.2377723083,80718.168106194,83539.73086103488,558806.3576705803,534010.2153134102,160112.8887535252
